candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_atr,session_mode,skip_same_candle,entry_family,monthly_dd_limit,cost_regime_max
P33_0789,a7e0a0465daa33c9,low_r_removal,1.8,1.2,0.1,LONDON_NY,False,ALL,0.015,NO_EXTREME
P33_0790,d949b42fb8fe1da4,adx_trend,2.0,1.2,0.15,LONDON_NY,False,ALL,0.015,NO_EXTREME
P33_0791,58a31df4802badf8,atr_volatility_expansion,,1.2,0.15,LONDON_ONLY,False,ALL,0.015,NO_EXTREME
P33_0792,d25640ca40282c18,cost_to_atr,1.0,,0.15,LONDON_ONLY,True,ALL,0.015,NO_EXTREME
P33_0793,8ed4f0d2618cffb0,monthly_governor,1.2,,0.15,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0794,292e37f6fabb114e,time_stop,1.4,,0.15,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0795,aa911109db0e1378,same_candle_safe,1.6,0.8,0.2,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0796,c8c1e800f586c597,low_correlation_complement,1.8,0.8,0.2,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0797,99e5b98ed406eb79,high_pf_low_frequency,2.0,0.8,0.2,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0798,0793265e97eba705,stress_hardened,,1.0,0.2,NY_ONLY,False,bb_expansion,0.015,
P33_0799,eaa1ce5778664f29,bollinger_expansion_breakout,1.0,1.0,0.2,NY_ONLY,False,bb_expansion,0.02,
P33_0800,d89d7c042d8ea528,mean_reversion,1.2,1.0,0.3,NY_ONLY,False,bb_expansion,0.02,
P33_0801,4aa1c662e2d208ab,vwap_reclaim,1.4,1.2,0.3,NY_ONLY,False,bb_expansion,0.02,
P33_0802,11b613e694996205,london_breakout,1.6,1.2,0.3,NY_ONLY,False,bb_expansion,0.02,
P33_0803,887e9288069db04f,ny_breakout,1.8,1.2,0.3,NY_ONLY,True,bb_expansion,0.02,
P33_0804,633fd2978fe78003,off_hours_skip,2.0,,0.3,NY_ONLY,False,bb_expansion,0.02,
P33_0805,2716d318fc9d14b2,funding_safe,,,0.4,ALL,False,bb_expansion,0.02,
P33_0806,506cddeaaaaa4654,low_r_removal,1.0,,0.4,ALL,False,floor_low_activity,0.02,
P33_0807,08e88536715712d3,adx_trend,1.2,0.8,0.4,ALL,False,floor_low_activity,0.02,
P33_0808,932e4c7f8762fd3d,atr_volatility_expansion,1.4,0.8,0.4,ALL,False,floor_low_activity,0.02,
P33_0809,3a0562e5ce0f55ef,cost_to_atr,1.6,0.8,0.4,ALL,False,floor_low_activity,0.02,
P33_0810,8d2d92316a8c2a86,monthly_governor,1.8,1.0,,ALL,False,floor_low_activity,0.02,
P33_0811,cc64034398669b03,time_stop,2.0,1.0,,ALL,False,floor_low_activity,0.02,
P33_0812,7b1a64a1b481ecfe,same_candle_safe,,1.0,,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0813,41627ab2b6a95949,low_correlation_complement,1.0,1.2,,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0814,bc833d9334fa69ba,high_pf_low_frequency,1.2,1.2,,NO_OFF_HOURS,True,floor_low_activity,0.02,
P33_0815,d202a2139f01ac17,stress_hardened,1.4,1.2,0.1,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0816,aba5be777d554c7b,bollinger_expansion_breakout,1.6,,0.1,NO_OFF_HOURS,False,floor_low_activity,0.03,
P33_0817,9f82eb9c85ec2cbe,mean_reversion,1.8,,0.1,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_0818,7a056d04d31feca5,vwap_reclaim,2.0,,0.1,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_0819,0f99097df4f0127e,london_breakout,,0.8,0.1,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0820,6ce9c4fe9afd7a0d,ny_breakout,1.0,0.8,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0821,a3262b973baed793,off_hours_skip,1.2,0.8,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0822,5983c5e4df74477a,funding_safe,1.4,1.0,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0823,63b30cdc9aead96e,low_r_removal,1.6,1.0,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0824,7134aa72f4d76400,adx_trend,1.8,1.0,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0825,68695ac4fabe1a9b,atr_volatility_expansion,2.0,1.2,0.2,LONDON_NY,True,ALL,0.03,NO_EXTREME
P33_0826,6d63219207e77270,cost_to_atr,,1.2,0.2,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0827,80242e5d1f85777b,monthly_governor,1.0,1.2,0.2,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0828,00ddc48a90a1c19c,time_stop,1.2,,0.2,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0829,9105563954f332f8,same_candle_safe,1.4,,0.2,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0830,5105d90e1a87d09a,low_correlation_complement,1.6,,0.3,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0831,4b33c5694c437b38,high_pf_low_frequency,1.8,0.8,0.3,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0832,4b4e03012258661b,stress_hardened,2.0,0.8,0.3,LONDON_ONLY,False,bb_expansion,0.03,NO_EXTREME
P33_0833,2dde562ccc5c0b74,bollinger_expansion_breakout,,0.8,0.3,NY_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0834,f1f265c67ab86407,mean_reversion,1.0,1.0,0.3,NY_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0835,ec9f20d1a316b32d,vwap_reclaim,1.2,1.0,0.4,NY_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0836,118a06a1754da4c1,london_breakout,1.4,1.0,0.4,NY_ONLY,True,bb_expansion,0.05,
P33_0837,bd99ec20304bfad0,ny_breakout,1.6,1.2,0.4,NY_ONLY,False,bb_expansion,0.05,
P33_0838,bb94fc9de7b030ea,off_hours_skip,1.8,1.2,0.4,NY_ONLY,False,bb_expansion,0.05,
P33_0839,45b65a00d12261dd,funding_safe,2.0,1.2,0.4,NY_ONLY,False,bb_expansion,0.05,
P33_0840,33e1f3953b8f87ad,low_r_removal,,,,ALL,False,bb_expansion,0.05,
P33_0841,34c17d0a44e7bd8a,adx_trend,1.0,,,ALL,False,bb_expansion,0.05,
P33_0842,7de9439ffc16457e,atr_volatility_expansion,1.2,,,ALL,False,bb_expansion,0.05,
P33_0843,36b71af1e10b72b6,cost_to_atr,1.4,0.8,,ALL,False,bb_expansion,0.05,
P33_0844,779ad5a1887ee394,monthly_governor,1.6,0.8,,ALL,False,bb_expansion,0.05,
P33_0845,bf9cb4d2085690b7,time_stop,1.8,0.8,0.1,ALL,False,floor_low_activity,0.05,
P33_0846,64a30c4ecf56f029,same_candle_safe,2.0,1.0,0.1,ALL,False,floor_low_activity,0.05,
P33_0847,c9d73a0a2cb882a7,low_correlation_complement,,1.0,0.1,NO_OFF_HOURS,True,floor_low_activity,0.05,
P33_0848,ea16d852294bd6a2,high_pf_low_frequency,1.0,1.0,0.1,NO_OFF_HOURS,False,floor_low_activity,0.05,
P33_0849,8b819a6c29d8f8de,stress_hardened,1.2,1.2,0.1,NO_OFF_HOURS,False,floor_low_activity,0.05,
P33_0850,4ddbb447636b92c1,bollinger_expansion_breakout,1.4,1.2,0.15,NO_OFF_HOURS,False,floor_low_activity,,
P33_0851,231d57aa8c735382,mean_reversion,1.6,1.2,0.15,NO_OFF_HOURS,False,floor_low_activity,,
P33_0852,ed7b7cff78f01109,vwap_reclaim,1.8,,0.15,NO_OFF_HOURS,False,floor_low_activity,,
P33_0853,7739c9b1f829b0f8,london_breakout,2.0,,0.15,NO_OFF_HOURS,False,floor_low_activity,,
P33_0854,9ead9c6f9b41aef7,ny_breakout,,,0.15,LONDON_NY,False,floor_low_activity,,
P33_0855,c0d8fe2961ecc4bf,off_hours_skip,1.0,0.8,0.2,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0856,2276f30c94f3cb24,funding_safe,1.2,0.8,0.2,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0857,728ddf8d7e0f8c62,low_r_removal,1.4,0.8,0.2,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0858,b55ea52e1ad04431,adx_trend,1.6,1.0,0.2,LONDON_NY,True,ALL,,NO_EXTREME
P33_0859,ee6f39fc067acd94,atr_volatility_expansion,1.8,1.0,0.2,LONDON_NY,False,ALL,,NO_EXTREME
P33_0860,c92bdcaacfc2749d,cost_to_atr,2.0,1.0,0.3,LONDON_NY,False,ALL,,NO_EXTREME
P33_0861,56dc7c7b1557960f,monthly_governor,,1.2,0.3,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0862,c99ef2d4244cca99,time_stop,1.0,1.2,0.3,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0863,d08ff4768d8144e7,same_candle_safe,1.2,1.2,0.3,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0864,bd5c8fd83f4ebc14,low_correlation_complement,1.4,,0.3,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0865,462d1a0994333f9c,high_pf_low_frequency,1.6,,0.4,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0866,c48005a4bc902134,stress_hardened,1.8,,0.4,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0867,70210f1e283bab1f,bollinger_expansion_breakout,2.0,0.8,0.4,LONDON_ONLY,False,ALL,0.015,NO_EXTREME
P33_0868,4cf38b874caaa4f3,mean_reversion,,0.8,0.4,NY_ONLY,False,ALL,0.015,NO_EXTREME
P33_0869,0587014a59c4705c,vwap_reclaim,1.0,0.8,0.4,NY_ONLY,True,ALL,0.015,NO_EXTREME
P33_0870,e212cc256a42dcb1,london_breakout,1.2,1.0,,NY_ONLY,False,ALL,0.015,NO_EXTREME
P33_0871,4cf8adb5d2499d7a,ny_breakout,1.4,1.0,,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0872,6b7b9aea5548dc6c,off_hours_skip,1.6,1.0,,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0873,b0584d559da292de,funding_safe,1.8,1.2,,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0874,5afa6f7bf9e3dc5d,low_r_removal,2.0,1.2,,NY_ONLY,False,bb_expansion,0.015,
P33_0875,4f59a0cbc6925b3f,adx_trend,,1.2,0.1,ALL,False,bb_expansion,0.015,
P33_0876,7208cbbf1823a7eb,atr_volatility_expansion,1.0,,0.1,ALL,False,bb_expansion,0.015,
P33_0877,6f66bacc5b8e9b90,cost_to_atr,1.2,,0.1,ALL,False,bb_expansion,0.015,
P33_0878,472c10a28a0c940a,monthly_governor,1.4,,0.1,ALL,False,bb_expansion,0.015,
P33_0879,f1f7ce2e4e45216e,time_stop,1.6,0.8,0.1,ALL,False,bb_expansion,0.015,
P33_0880,bf267989ef34c96c,same_candle_safe,1.8,0.8,0.15,ALL,True,bb_expansion,0.015,
P33_0881,f2c41b2a70dc9bba,low_correlation_complement,2.0,0.8,0.15,ALL,False,bb_expansion,0.015,
P33_0882,424104b2606ba8ff,high_pf_low_frequency,,1.0,0.15,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0883,f3b70d97c7184de6,stress_hardened,1.0,1.0,0.15,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0884,82b14b3553c0b2dc,bollinger_expansion_breakout,1.2,1.0,0.15,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0885,643d79095bb91b3d,mean_reversion,1.4,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0886,29eaa61b90823a06,vwap_reclaim,1.6,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0887,72f2f0c3c29e56d0,london_breakout,1.8,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0888,77945d27049b022f,ny_breakout,2.0,,0.2,NO_OFF_HOURS,False,floor_low_activity,0.02,
P33_0889,da7187041355e021,off_hours_skip,,,0.2,LONDON_NY,False,floor_low_activity,0.02,
P33_0890,dd527fdb53fe5d38,funding_safe,1.0,,0.3,LONDON_NY,False,floor_low_activity,0.02,
P33_0891,45faf3f690f6cefb,low_r_removal,1.2,0.8,0.3,LONDON_NY,True,floor_low_activity,0.02,
P33_0892,4ad0133b8785971f,adx_trend,1.4,0.8,0.3,LONDON_NY,False,floor_low_activity,0.02,
P33_0893,4ebb6af8eb09e352,atr_volatility_expansion,1.6,0.8,0.3,LONDON_NY,False,floor_low_activity,0.02,NO_EXTREME
P33_0894,de264678af3dcc56,cost_to_atr,1.8,1.0,0.3,LONDON_NY,False,floor_low_activity,0.02,NO_EXTREME
P33_0895,572d73f90dce1729,monthly_governor,2.0,1.0,0.4,LONDON_NY,False,floor_low_activity,0.02,NO_EXTREME
P33_0896,80cee3ac1b66def8,time_stop,,1.0,0.4,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0897,bd65cbb0b217af48,same_candle_safe,1.0,1.2,0.4,LONDON_ONLY,False,ALL,0.02,NO_EXTREME
P33_0898,c494dc3e513de16c,low_correlation_complement,1.2,1.2,0.4,LONDON_ONLY,False,ALL,0.02,NO_EXTREME
P33_0899,3200d3bc7e91f6b2,high_pf_low_frequency,1.4,1.2,0.4,LONDON_ONLY,False,ALL,0.02,NO_EXTREME
P33_0900,66e43034b6a231ba,stress_hardened,1.6,,,LONDON_ONLY,False,ALL,0.02,NO_EXTREME
P33_0901,9e980b78851ca02f,bollinger_expansion_breakout,1.8,,,LONDON_ONLY,False,ALL,0.03,NO_EXTREME
P33_0902,472b388f0e120fe3,mean_reversion,2.0,,,LONDON_ONLY,True,ALL,0.03,NO_EXTREME
P33_0903,200156c8f5d6293e,vwap_reclaim,,0.8,,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0904,a83889666b464a4b,london_breakout,1.0,0.8,,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0905,adcce35d70025868,ny_breakout,1.2,0.8,0.1,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0906,ae4670c17769c935,off_hours_skip,1.4,1.0,0.1,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0907,3c6fb0c544dfa207,funding_safe,1.6,1.0,0.1,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0908,c7e2af73ec3c9ea8,low_r_removal,1.8,1.0,0.1,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0909,f366f2cb0842a309,adx_trend,2.0,1.2,0.1,NY_ONLY,False,ALL,0.03,NO_EXTREME
P33_0910,330ae9796552f643,atr_volatility_expansion,,1.2,0.15,ALL,False,bb_expansion,0.03,NO_EXTREME
P33_0911,3cda6cde71a76e83,cost_to_atr,1.0,1.2,0.15,ALL,False,bb_expansion,0.03,NO_EXTREME
P33_0912,caee3e4634f94bdb,monthly_governor,1.2,,0.15,ALL,False,bb_expansion,0.03,
P33_0913,8e6e80e9ff5cc60d,time_stop,1.4,,0.15,ALL,True,bb_expansion,0.03,
P33_0914,ca5abcd22db54be8,same_candle_safe,1.6,,0.15,ALL,False,bb_expansion,0.03,
P33_0915,56ae704a760d7335,low_correlation_complement,1.8,0.8,0.2,ALL,False,bb_expansion,0.03,
P33_0916,8f9659830cbb397d,high_pf_low_frequency,2.0,0.8,0.2,ALL,False,bb_expansion,0.03,
P33_0917,b8b87c7e58c05f33,stress_hardened,,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_0918,b15937fc584aa4ad,bollinger_expansion_breakout,1.0,1.0,0.2,NO_OFF_HOURS,False,bb_expansion,0.05,
P33_0919,04fc7ca05341273c,mean_reversion,1.2,1.0,0.2,NO_OFF_HOURS,False,bb_expansion,0.05,
P33_0920,04835d5dbd8b1943,vwap_reclaim,1.4,1.0,0.3,NO_OFF_HOURS,False,bb_expansion,0.05,
P33_0921,a16c358046dbedb2,london_breakout,1.6,1.2,0.3,NO_OFF_HOURS,False,bb_expansion,0.05,
P33_0922,63b24e4aecde91bc,ny_breakout,1.8,1.2,0.3,NO_OFF_HOURS,False,bb_expansion,0.05,
P33_0923,9d1a685568ed4993,off_hours_skip,2.0,1.2,0.3,NO_OFF_HOURS,False,floor_low_activity,0.05,
P33_0924,d22a302bc0827e6f,funding_safe,,,0.3,LONDON_NY,True,floor_low_activity,0.05,
P33_0925,d8afd9e4427a9f50,low_r_removal,1.0,,0.4,LONDON_NY,False,floor_low_activity,0.05,
P33_0926,cf3f7943fa670e22,adx_trend,1.2,,0.4,LONDON_NY,False,floor_low_activity,0.05,
P33_0927,50fbcc0b83355492,atr_volatility_expansion,1.4,0.8,0.4,LONDON_NY,False,floor_low_activity,0.05,
P33_0928,18fa757cfe74abf6,cost_to_atr,1.6,0.8,0.4,LONDON_NY,False,floor_low_activity,0.05,
P33_0929,175b6917a43d4172,monthly_governor,1.8,0.8,0.4,LONDON_NY,False,floor_low_activity,0.05,
P33_0930,9b200292076caa39,time_stop,2.0,1.0,,LONDON_NY,False,floor_low_activity,0.05,
P33_0931,5bb8c07104b7e056,same_candle_safe,,1.0,,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0932,4d062a82b8bb7640,low_correlation_complement,1.0,1.0,,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0933,326abed1e36a38af,high_pf_low_frequency,1.2,1.2,,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0934,6bf4ed9b6c2fbde6,stress_hardened,1.4,1.2,,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0935,979fcfe5ba20e971,bollinger_expansion_breakout,1.6,1.2,0.1,LONDON_ONLY,True,floor_low_activity,,NO_EXTREME
P33_0936,827d4d05ab331418,mean_reversion,1.8,,0.1,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0937,5c563a71b445ce3f,vwap_reclaim,2.0,,0.1,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0938,f6bb08c010000d9b,london_breakout,,,0.1,NY_ONLY,False,ALL,,NO_EXTREME
P33_0939,d76266f8a199e059,ny_breakout,1.0,0.8,0.1,NY_ONLY,False,ALL,,NO_EXTREME
P33_0940,6ba2814e0cbefdb2,off_hours_skip,1.2,0.8,0.15,NY_ONLY,False,ALL,,NO_EXTREME
P33_0941,1c953e6113fe6f36,funding_safe,1.4,0.8,0.15,NY_ONLY,False,ALL,,NO_EXTREME
P33_0942,b4f8878bdbb40eaa,low_r_removal,1.6,1.0,0.15,NY_ONLY,False,ALL,,NO_EXTREME
P33_0943,bc8443d4c9e7115a,adx_trend,1.8,1.0,0.15,NY_ONLY,False,ALL,,NO_EXTREME
P33_0944,8c0e78a22d08c8a0,atr_volatility_expansion,2.0,1.0,0.15,NY_ONLY,False,ALL,,NO_EXTREME
P33_0945,c266f07e4fa7ee85,cost_to_atr,,1.2,0.2,ALL,False,ALL,,NO_EXTREME
P33_0946,87e575c396fdcdd3,monthly_governor,1.0,1.2,0.2,ALL,True,ALL,,NO_EXTREME
P33_0947,a353dd4b54eb8212,time_stop,1.2,1.2,0.2,ALL,False,ALL,,NO_EXTREME
P33_0948,b1c2e8a1759e5bee,same_candle_safe,1.4,,0.2,ALL,False,ALL,,NO_EXTREME
P33_0949,0da64b8264a268c2,low_correlation_complement,1.6,,0.2,ALL,False,bb_expansion,,NO_EXTREME
P33_0950,ec0a18f57720ab83,high_pf_low_frequency,1.8,,0.3,ALL,False,bb_expansion,,
P33_0951,91ef5a975c35b65c,stress_hardened,2.0,0.8,0.3,ALL,False,bb_expansion,,
P33_0952,bb63caf167270452,bollinger_expansion_breakout,,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0953,4f8f99d5bf7fd7d9,mean_reversion,1.0,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0954,7ef322cb702f0cfb,vwap_reclaim,1.2,1.0,0.3,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0955,2bbbea631a90febc,london_breakout,1.4,1.0,0.4,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0956,741f4f7965e7de3f,ny_breakout,1.6,1.0,0.4,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0957,e9014584d711b6db,off_hours_skip,1.8,1.2,0.4,NO_OFF_HOURS,True,bb_expansion,0.015,
P33_0958,27362de58e55d596,funding_safe,2.0,1.2,0.4,NO_OFF_HOURS,False,bb_expansion,0.015,
P33_0959,a0e477d23fcf9e6f,low_r_removal,,1.2,0.4,LONDON_NY,False,bb_expansion,0.015,
P33_0960,0b921ab83a551c66,adx_trend,1.0,,,LONDON_NY,False,bb_expansion,0.015,
P33_0961,57806cdcc07f640e,atr_volatility_expansion,1.2,,,LONDON_NY,False,bb_expansion,0.015,
P33_0962,8eaf67fb6e27af55,cost_to_atr,1.4,,,LONDON_NY,False,floor_low_activity,0.015,
P33_0963,226c1bd0ee740ee1,monthly_governor,1.6,0.8,,LONDON_NY,False,floor_low_activity,0.015,
P33_0964,97081522ea6094ca,time_stop,1.8,0.8,,LONDON_NY,False,floor_low_activity,0.015,
P33_0965,1ad44641784a0034,same_candle_safe,2.0,0.8,0.1,LONDON_NY,False,floor_low_activity,0.015,
P33_0966,96b12300f1c2240c,low_correlation_complement,,1.0,0.1,LONDON_ONLY,False,floor_low_activity,0.015,
P33_0967,a9fa2808f86632bf,high_pf_low_frequency,1.0,1.0,0.1,LONDON_ONLY,False,floor_low_activity,0.015,
P33_0968,4b974ee23c2bafa3,stress_hardened,1.2,1.0,0.1,LONDON_ONLY,True,floor_low_activity,0.015,
P33_0969,83757639d2aa7adf,bollinger_expansion_breakout,1.4,1.2,0.1,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0970,1d0e6829f31b1410,mean_reversion,1.6,1.2,0.15,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0971,f1f70184fcc337c1,vwap_reclaim,1.8,1.2,0.15,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0972,dae0a9659bc7836f,london_breakout,2.0,,0.15,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0973,703875fe99d337fe,ny_breakout,,,0.15,NY_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0974,854027d96aac1534,off_hours_skip,1.0,,0.15,NY_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0975,45e2d1ae2da37a4c,funding_safe,1.2,0.8,0.2,NY_ONLY,False,ALL,0.02,NO_EXTREME
P33_0976,36902b76a425d7d0,low_r_removal,1.4,0.8,0.2,NY_ONLY,False,ALL,0.02,NO_EXTREME
P33_0977,d3c2857914ad2f5e,adx_trend,1.6,0.8,0.2,NY_ONLY,False,ALL,0.02,NO_EXTREME
P33_0978,e0275775d6999039,atr_volatility_expansion,1.8,1.0,0.2,NY_ONLY,False,ALL,0.02,NO_EXTREME
P33_0979,6177158963ab61f5,cost_to_atr,2.0,1.0,0.2,NY_ONLY,True,ALL,0.02,NO_EXTREME
P33_0980,8ced7c898ad70973,monthly_governor,,1.0,0.3,ALL,False,ALL,0.02,NO_EXTREME
P33_0981,4ce639b2badca83a,time_stop,1.0,1.2,0.3,ALL,False,ALL,0.02,NO_EXTREME
P33_0982,fdb5ccaa498d3182,same_candle_safe,1.2,1.2,0.3,ALL,False,ALL,0.02,NO_EXTREME
P33_0983,9769e514375bfd20,low_correlation_complement,1.4,1.2,0.3,ALL,False,ALL,0.02,NO_EXTREME
P33_0984,b5aa358a28eef85a,high_pf_low_frequency,1.6,,0.3,ALL,False,ALL,0.02,NO_EXTREME
P33_0985,403f1bc85ffb5451,stress_hardened,1.8,,0.4,ALL,False,ALL,0.02,NO_EXTREME
P33_0986,475319d5139bb4e8,bollinger_expansion_breakout,2.0,,0.4,ALL,False,ALL,0.03,NO_EXTREME
P33_0987,b8334cc2c10c6c8b,mean_reversion,,0.8,0.4,NO_OFF_HOURS,False,ALL,0.03,NO_EXTREME
P33_0988,a018819c1d07f4a3,vwap_reclaim,1.0,0.8,0.4,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_0989,896495c694a7f362,london_breakout,1.2,0.8,0.4,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_0990,09dcaa7fcce439a8,ny_breakout,1.4,1.0,,NO_OFF_HOURS,True,bb_expansion,0.03,
P33_0991,6ad107afdbcda8de,off_hours_skip,1.6,1.0,,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_0992,0b048935f8bb9fc6,funding_safe,1.8,1.0,,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_0993,90181bb15f34c14d,low_r_removal,2.0,1.2,,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_0994,6867495ec935268e,adx_trend,,1.2,,LONDON_NY,False,bb_expansion,0.03,
P33_0995,86c80b6990680e0e,atr_volatility_expansion,1.0,1.2,0.1,LONDON_NY,False,bb_expansion,0.03,
P33_0996,effd2a8c761ce670,cost_to_atr,1.2,,0.1,LONDON_NY,False,bb_expansion,0.03,
P33_0997,abb92300be6edbc2,monthly_governor,1.4,,0.1,LONDON_NY,False,bb_expansion,0.03,
P33_0998,71656efafb57a57a,time_stop,1.6,,0.1,LONDON_NY,False,bb_expansion,0.03,
P33_0999,2831886ebba7c991,same_candle_safe,1.8,0.8,0.1,LONDON_NY,False,bb_expansion,0.03,
P33_1000,3e6ed86481fcb35f,low_correlation_complement,2.0,0.8,0.15,LONDON_NY,False,bb_expansion,0.03,
P33_1001,ce318b8da320a142,high_pf_low_frequency,,0.8,0.15,LONDON_ONLY,True,floor_low_activity,0.03,
P33_1002,5e1ba08a381533a8,stress_hardened,1.0,1.0,0.15,LONDON_ONLY,False,floor_low_activity,0.03,
P33_1003,04ce3c4566e8c161,bollinger_expansion_breakout,1.2,1.0,0.15,LONDON_ONLY,False,floor_low_activity,0.05,
P33_1004,c37e567f8834013d,mean_reversion,1.4,1.0,0.15,LONDON_ONLY,False,floor_low_activity,0.05,
P33_1005,b0639340e16d5e22,vwap_reclaim,1.6,1.2,0.2,LONDON_ONLY,False,floor_low_activity,0.05,
P33_1006,01c9eb18140a2572,london_breakout,1.8,1.2,0.2,LONDON_ONLY,False,floor_low_activity,0.05,
P33_1007,35d2ae8a2ee584ca,ny_breakout,2.0,1.2,0.2,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_1008,ad4554eac5129175,off_hours_skip,,,0.2,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_1009,0d7d75f201be0c3b,funding_safe,1.0,,0.2,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_1010,7194eb0a8ef93538,low_r_removal,1.2,,0.3,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_1011,60b97cf5eb9ef12f,adx_trend,1.4,0.8,0.3,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_1012,909fb8b10ac421de,atr_volatility_expansion,1.6,0.8,0.3,NY_ONLY,True,floor_low_activity,0.05,NO_EXTREME
P33_1013,87399bfca85559e5,cost_to_atr,1.8,0.8,0.3,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_1014,e640fc1997fbde8b,monthly_governor,2.0,1.0,0.3,NY_ONLY,False,ALL,0.05,NO_EXTREME
